Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice,Scheme Activity,Scheme Type
38930MUMBAI AGENT 3PROD B,2006-08-01,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD B,169440,1440,327360,270233,8.42,0,0.0
38961MUMBAI AGENT 3PROD B,2006-09-01,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD B,167040,88320,163200,215538,8.42,0,0.0
38991MUMBAI AGENT 3PROD B,2006-10-01,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD B,208800,79680,180000,309549,8.42,0,0.0
39022MUMBAI AGENT 3PROD B,2006-11-01,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD B,135360,50880,122880,320923,8.42,0,0.0
39052MUMBAI AGENT 3PROD B,2006-12-01,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD B,88800,0,241920,269629,8.42,0,0.0
38018MUMBAI AGENT 4PROD B,2004-02-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,0,0,15360,0,8.42,0,0.0
38047MUMBAI AGENT 4PROD B,2004-03-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,23520,15360,49440,0,8.42,0,0.0
38078MUMBAI AGENT 4PROD B,2004-04-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,42720,41280,1440,15360,5.34,0,0.0
38108MUMBAI AGENT 4PROD B,2004-05-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,28800,0,40800,44496,5.34,1,1.0
38139MUMBAI AGENT 4PROD B,2004-06-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,82080,24000,72000,160000,5.34,1,1.0
38169MUMBAI AGENT 4PROD B,2004-07-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,39000,6960,50400,50996,5.34,0,0.0
38200MUMBAI AGENT 4PROD B,2004-08-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,38520,18360,43680,107838,8.42,0,0.0
38231MUMBAI AGENT 4PROD B,2004-09-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,202560,47040,155520,44682,5.4,1,2.0
38261MUMBAI AGENT 4PROD B,2004-10-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,105600,0,105600,97878,5.4,1,2.0
38292MUMBAI AGENT 4PROD B,2004-11-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,84000,0,117600,33911,5.4,1,1.0
38322MUMBAI AGENT 4PROD B,2004-12-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,166080,67200,157440,92404,5.4,1,1.0
38353MUMBAI AGENT 4PROD B,2005-01-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,48360,29280,72960,60526,5.4,0,0.0
38384MUMBAI AGENT 4PROD B,2005-02-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,107560,49200,115200,138468,5.4,0,0.0
38412MUMBAI AGENT 4PROD B,2005-03-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,74760,56840,120240,120634,5.4,1,1.0
38443MUMBAI AGENT 4PROD B,2005-04-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,141964,102320,132480,187576,5.4,0,0.0
38473MUMBAI AGENT 4PROD B,2005-05-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,97500,46418,61440,61717,5.4,0,0.0
38504MUMBAI AGENT 4PROD B,2005-06-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,112876,20716,92160,129834,5.4,0,0.0
38534MUMBAI AGENT 4PROD B,2005-07-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,193320,0,221040,174348,5.4,0,0.0
38565MUMBAI AGENT 4PROD B,2005-08-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,67740,13860,54240,104884,5.4,0,0.0
38596MUMBAI AGENT 4PROD B,2005-09-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,244320,720,316800,345666,5.4,1,1.0
38626MUMBAI AGENT 4PROD B,2005-10-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,215940,73200,158400,148758,5.4,0,0.0
38657MUMBAI AGENT 4PROD B,2005-11-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,280500,15660,304320,180400,5.4,1,1.0
38687MUMBAI AGENT 4PROD B,2005-12-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,97860,19740,86400,110000,5.4,0,0.0
38718MUMBAI AGENT 4PROD B,2006-01-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,68490,8280,127680,99436,5.4,0,0.0
38749MUMBAI AGENT 4PROD B,2006-02-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,58620,67470,102240,79268,5.4,0,0.0
38777MUMBAI AGENT 4PROD B,2006-03-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,124860,222180,115200,122668,5.4,0,0.0
38808MUMBAI AGENT 4PROD B,2006-04-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,217020,212520,91200,158154,5.4,0,0.0
38838MUMBAI AGENT 4PROD B,2006-05-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,226860,86700,206820,194772,5.4,0,0.0
38869MUMBAI AGENT 4PROD B,2006-06-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,209640,66660,205440,115542,5.4,0,0.0
38899MUMBAI AGENT 4PROD B,2006-07-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,257340,62460,194880,196390,5.5,0,0.0
38930MUMBAI AGENT 4PROD B,2006-08-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,215460,0,240000,220500,5.5,0,0.0
38961MUMBAI AGENT 4PROD B,2006-09-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,286320,24540,262080,364296,5.5,0,0.0
38991MUMBAI AGENT 4PROD B,2006-10-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,319980,300,319680,333870,5.5,0,0.0
39022MUMBAI AGENT 4PROD B,2006-11-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,395340,0,408000,382670,5.67,0,0.0
39052MUMBAI AGENT 4PROD B,2006-12-01,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD B,297060,12660,312960,321590,5.67,0,0.0
38078MUMBAI AGENT 1PROD B,2004-04-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,0,0,6240,15360,8.42,0,0.0
38108MUMBAI AGENT 1PROD B,2004-05-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,4320,6240,11040,44496,8.42,1,1.0
38139MUMBAI AGENT 1PROD B,2004-06-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,10800,12960,5280,49974,5.34,1,1.0
38169MUMBAI AGENT 1PROD B,2004-07-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,5430,7440,9120,50996,5.34,0,0.0
38200MUMBAI AGENT 1PROD B,2004-08-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,4710,1530,16320,21568,8.42,0,0.0
38231MUMBAI AGENT 1PROD B,2004-09-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,13560,10740,14400,22341,5.4,1,2.0
38261MUMBAI AGENT 1PROD B,2004-10-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,19170,11580,7800,19576,5.4,1,2.0
38292MUMBAI AGENT 1PROD B,2004-11-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,22230,210,30840,6405,5.4,1,1.0
38322MUMBAI AGENT 1PROD B,2004-12-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,8220,8820,12000,5636,5.4,1,1.0
38353MUMBAI AGENT 1PROD B,2005-01-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,21180,12600,18240,8422,5.4,0,0.0
38384MUMBAI AGENT 1PROD B,2005-02-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,18870,9660,9600,13732,5.4,0,0.0
38412MUMBAI AGENT 1PROD B,2005-03-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,43320,780,126720,31196,5.4,1,1.0
38443MUMBAI AGENT 1PROD B,2005-04-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,16620,42090,12000,13499,5.4,0,0.0
38473MUMBAI AGENT 1PROD B,2005-05-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,27000,37470,14400,26430,5.4,0,0.0
38504MUMBAI AGENT 1PROD B,2005-06-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,13620,24870,7200,11561,5.4,0,0.0
38534MUMBAI AGENT 1PROD B,2005-07-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,28890,18450,24480,15101,5.4,0,0.0
38565MUMBAI AGENT 1PROD B,2005-08-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,54060,23280,43200,30148,5.4,0,0.0
38596MUMBAI AGENT 1PROD B,2005-09-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,27540,6210,30240,23893,5.4,1,1.0
38626MUMBAI AGENT 1PROD B,2005-10-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,26280,8430,46080,25973,5.4,0,0.0
38657MUMBAI AGENT 1PROD B,2005-11-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,32070,28230,12000,16417,5.4,1,1.0
38687MUMBAI AGENT 1PROD B,2005-12-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,24360,8160,26880,30000,5.4,0,0.0
38718MUMBAI AGENT 1PROD B,2006-01-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,22110,10680,25440,30134,5.4,0,0.0
38749MUMBAI AGENT 1PROD B,2006-02-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,20700,14010,28800,17526,5.4,0,0.0
38777MUMBAI AGENT 1PROD B,2006-03-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,18510,22110,52800,19298,5.4,0,0.0
38808MUMBAI AGENT 1PROD B,2006-04-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,44160,56400,41280,26876,5.4,0,0.0
38838MUMBAI AGENT 1PROD B,2006-05-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,47640,53520,23040,36609,5.4,0,0.0
38869MUMBAI AGENT 1PROD B,2006-06-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,41250,28920,34080,23707,5.4,0,0.0
38899MUMBAI AGENT 1PROD B,2006-07-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,45600,21750,50400,44863,5.5,0,0.0
38930MUMBAI AGENT 1PROD B,2006-08-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,35520,24630,36000,45664,5.5,0,0.0
38961MUMBAI AGENT 1PROD B,2006-09-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,57930,15510,42720,64359,5.5,0,0.0
38991MUMBAI AGENT 1PROD B,2006-10-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,135960,600,135360,110566,5.5,0,0.0
39022MUMBAI AGENT 1PROD B,2006-11-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,46380,0,84480,62797,5.67,0,0.0
39052MUMBAI AGENT 1PROD B,2006-12-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD B,82980,76200,45120,93782,5.67,0,0.0
38869MUMBAI AGENT 5PROD B,2006-06-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD B,29280,0,0,0,5.4,0,0.0
38899MUMBAI AGENT 5PROD B,2006-07-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD B,166000,0,0,109129,5.5,0,0.0
38930MUMBAI AGENT 5PROD B,2006-08-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD B,186720,0,0,230408,5.5,0,0.0
38961MUMBAI AGENT 5PROD B,2006-09-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD B,159840,0,0,225088,5.5,0,0.0
38991MUMBAI AGENT 5PROD B,2006-10-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD B,167040,0,0,201978,5.5,0,0.0
39022MUMBAI AGENT 5PROD B,2006-11-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD B,163200,0,0,503605,5.67,0,0.0
39052MUMBAI AGENT 5PROD B,2006-12-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD B,156960,0,0,57190,5.67,0,0.0
38078MUMBAI AGENT 2PROD B,2004-04-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,0,0,0,15360,8.42,0,0.0
38108MUMBAI AGENT 2PROD B,2004-05-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,1440,0,18720,44496,8.42,1,1.0
38139MUMBAI AGENT 2PROD B,2004-06-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,17280,17280,0,49974,8.42,1,1.0
38169MUMBAI AGENT 2PROD B,2004-07-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,48480,0,49920,50996,8.42,0,0.0
38200MUMBAI AGENT 2PROD B,2004-08-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,17280,1440,16800,17254,8.42,0,0.0
38231MUMBAI AGENT 2PROD B,2004-09-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,16320,960,20640,22341,5.4,1,2.0
38261MUMBAI AGENT 2PROD B,2004-10-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,24480,5280,19200,15661,8.42,1,2.0
38292MUMBAI AGENT 2PROD B,2004-11-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,44160,0,89280,21100,8.42,1,1.0
38322MUMBAI AGENT 2PROD B,2004-12-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,24960,45120,960,21623,8.42,1,1.0
38353MUMBAI AGENT 2PROD B,2005-01-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,28320,21120,7200,14490,5.4,0,0.0
38384MUMBAI AGENT 2PROD B,2005-02-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,48960,0,48960,23365,8.42,0,0.0
38412MUMBAI AGENT 2PROD B,2005-03-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,16800,0,29760,32094,8.42,1,1.0
38443MUMBAI AGENT 2PROD B,2005-04-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,56640,12960,114240,27776,5.4,0,0.0
38473MUMBAI AGENT 2PROD B,2005-05-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,141120,141120,0,86196,5.4,0,0.0
38504MUMBAI AGENT 2PROD B,2005-06-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,54720,0,57600,47948,5.4,0,0.0
38534MUMBAI AGENT 2PROD B,2005-07-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,103680,2880,122880,62632,5.4,0,0.0
38565MUMBAI AGENT 2PROD B,2005-08-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,69120,22080,48000,55150,5.4,0,0.0
38596MUMBAI AGENT 2PROD B,2005-09-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,30240,480,48960,35884,5.4,1,1.0
38626MUMBAI AGENT 2PROD B,2005-10-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,71040,38400,85440,79994,5.4,0,0.0
38657MUMBAI AGENT 2PROD B,2005-11-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,38880,26400,43200,33315,5.4,1,1.0
38687MUMBAI AGENT 2PROD B,2005-12-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,66240,61440,47040,76000,5.4,0,0.0
38718MUMBAI AGENT 2PROD B,2006-01-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,71040,42240,114240,105092,5.4,0,0.0
38749MUMBAI AGENT 2PROD B,2006-02-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,79680,85440,92160,72688,5.4,0,0.0
38777MUMBAI AGENT 2PROD B,2006-03-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,61440,97920,86400,60154,5.4,0,0.0
38808MUMBAI AGENT 2PROD B,2006-04-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,128640,122880,96000,101942,5.4,0,0.0
38838MUMBAI AGENT 2PROD B,2006-05-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,120960,90240,84480,144704,5.4,0,0.0
38869MUMBAI AGENT 2PROD B,2006-06-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,111360,53760,121920,49672,5.4,0,0.0
38899MUMBAI AGENT 2PROD B,2006-07-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,231840,96480,135360,159954,5.5,0,0.0
38930MUMBAI AGENT 2PROD B,2006-08-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,85440,0,139200,102442,5.5,0,0.0
38961MUMBAI AGENT 2PROD B,2006-09-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,90240,53760,52800,100638,5.5,0,0.0
38991MUMBAI AGENT 2PROD B,2006-10-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,65760,8160,66240,58391,5.5,0,0.0
39022MUMBAI AGENT 2PROD B,2006-11-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,100320,17280,96000,159784,5.67,0,0.0
39052MUMBAI AGENT 2PROD B,2006-12-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD B,97440,12960,96000,111634,5.67,0,0.0
38200PARWANOO AGENT 1PROD B,2004-08-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,2880,0,2880,0,8.42,0,0.0
38231PARWANOO AGENT 1PROD B,2004-09-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,3360,0,5280,0,8.42,1,2.0
38261PARWANOO AGENT 1PROD B,2004-10-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,1080,1920,2400,0,8.42,1,2.0
38292PARWANOO AGENT 1PROD B,2004-11-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,3240,3240,0,0,8.42,1,1.0
38322PARWANOO AGENT 1PROD B,2004-12-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,5280,0,5280,1653,8.42,1,1.0
38353PARWANOO AGENT 1PROD B,2005-01-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,5280,0,7200,1841,8.42,0,0.0
38384PARWANOO AGENT 1PROD B,2005-02-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,11640,1920,12000,2124,8.42,0,0.0
38412PARWANOO AGENT 1PROD B,2005-03-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,4680,2280,9600,4591,8.42,1,1.0
38443PARWANOO AGENT 1PROD B,2005-04-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,7200,7200,0,3973,8.42,0,0.0
38473PARWANOO AGENT 1PROD B,2005-05-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,5880,0,12000,9997,8.42,0,0.0
38504PARWANOO AGENT 1PROD B,2005-06-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,11880,6120,7200,3517,8.42,0,0.0
38534PARWANOO AGENT 1PROD B,2005-07-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,1440,1440,0,3967,8.42,0,0.0
38565PARWANOO AGENT 1PROD B,2005-08-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,7220,0,11040,3819,8.42,0,0.0
38596PARWANOO AGENT 1PROD B,2005-09-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,10060,3820,6240,4522,8.42,1,1.0
38626PARWANOO AGENT 1PROD B,2005-10-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,13440,0,13440,4992,8.42,0,0.0
38657PARWANOO AGENT 1PROD B,2005-11-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,12960,0,12960,5906,8.42,1,1.0
38687PARWANOO AGENT 1PROD B,2005-12-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,13440,0,15360,15000,5.4,0,0.0
38718PARWANOO AGENT 1PROD B,2006-01-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,12000,1920,16800,7310,8.42,0,0.0
38749PARWANOO AGENT 1PROD B,2006-02-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,10560,6720,15840,6376,8.42,0,0.0
38777PARWANOO AGENT 1PROD B,2006-03-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,10080,12000,26400,11999,5.4,0,0.0
38808PARWANOO AGENT 1PROD B,2006-04-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,10680,28320,0,6230,8.42,0,0.0
38838PARWANOO AGENT 1PROD B,2006-05-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,18480,17640,12000,6885,5.4,0,0.0
38869PARWANOO AGENT 1PROD B,2006-06-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,16440,11160,30720,16143,5.4,0,0.0
38899PARWANOO AGENT 1PROD B,2006-07-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,12600,25440,7200,16092,8.42,0,0.0
38930PARWANOO AGENT 1PROD B,2006-08-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,10440,10440,0,14325,5.5,0,0.0
38961PARWANOO AGENT 1PROD B,2006-09-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,20040,0,43200,25863,5.5,0,0.0
38991PARWANOO AGENT 1PROD B,2006-10-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,22560,23160,1440,16535,5.5,0,0.0
39022PARWANOO AGENT 1PROD B,2006-11-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,2040,2040,0,18275,8.42,0,0.0
39052PARWANOO AGENT 1PROD B,2006-12-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD B,30480,0,34080,14696,5.67,0,0.0
38047ZIRAKPUR AGENT 1PROD B,2004-03-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,12960,0,16800,0,8.42,0,0.0
38078ZIRAKPUR AGENT 1PROD B,2004-04-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,34560,1920,34560,15360,8.42,0,0.0
38108ZIRAKPUR AGENT 1PROD B,2004-05-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,74400,0,74400,44496,8.42,1,1.0
38139ZIRAKPUR AGENT 1PROD B,2004-06-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,112320,0,144000,49972,8.42,1,1.0
38169ZIRAKPUR AGENT 1PROD B,2004-07-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,172800,4320,180480,50996,8.42,0,0.0
38200ZIRAKPUR AGENT 1PROD B,2004-08-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,113280,12000,180960,173720,8.42,0,0.0
38231ZIRAKPUR AGENT 1PROD B,2004-09-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,147840,72480,96000,22340,8.42,1,2.0
38261ZIRAKPUR AGENT 1PROD B,2004-10-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,135840,3840,143040,29364,8.42,1,2.0
38292ZIRAKPUR AGENT 1PROD B,2004-11-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,113760,0,188160,116503,8.42,1,1.0
38322ZIRAKPUR AGENT 1PROD B,2004-12-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,103680,63360,121440,119936,8.42,1,1.0
38353ZIRAKPUR AGENT 1PROD B,2005-01-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,103200,71040,64800,99858,5.4,0,0.0
38384ZIRAKPUR AGENT 1PROD B,2005-02-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,192960,25440,199200,109128,8.42,0,0.0
38412ZIRAKPUR AGENT 1PROD B,2005-03-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,84000,24480,148320,106183,5.4,1,1.0
38443ZIRAKPUR AGENT 1PROD B,2005-04-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,144480,67200,175200,121746,5.4,0,0.0
38473ZIRAKPUR AGENT 1PROD B,2005-05-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,191760,88320,152400,175637,5.4,0,0.0
38504ZIRAKPUR AGENT 1PROD B,2005-06-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,227760,240,253920,160698,5.4,0,0.0
38534ZIRAKPUR AGENT 1PROD B,2005-07-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,253920,0,273120,166842,5.4,0,0.0
38565ZIRAKPUR AGENT 1PROD B,2005-08-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,274800,0,325920,159683,5.4,0,0.0
38596ZIRAKPUR AGENT 1PROD B,2005-09-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,196320,44880,207360,373631,5.4,1,1.0
38626ZIRAKPUR AGENT 1PROD B,2005-10-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,200730,39600,273150,183057,5.4,0,0.0
38657ZIRAKPUR AGENT 1PROD B,2005-11-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,233040,105750,213600,235000,5.4,1,1.0
38687ZIRAKPUR AGENT 1PROD B,2005-12-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPMNT,PROD B,153600,55590,242880,210000,5.4,0,0.0
