Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice,Scheme Activity,Scheme Type
38749CALCUTTA AGENT 1PROD D,2006-02-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,6200,4180,2155,5627,7.4,0,0.0
38777CALCUTTA AGENT 1PROD D,2006-03-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,9400,135,22000,4200,7.4,0,0.0
38808CALCUTTA AGENT 1PROD D,2006-04-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,10600,12260,8000,4603,7.4,0,0.0
38838CALCUTTA AGENT 1PROD D,2006-05-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,9020,9660,2000,6313,7.4,0,0.0
38869CALCUTTA AGENT 1PROD D,2006-06-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,10700,2640,16800,13759,7.4,0,0.0
38899CALCUTTA AGENT 1PROD D,2006-07-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,15320,8740,18400,7384,7.4,0,0.0
38930CALCUTTA AGENT 1PROD D,2006-08-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,8400,11820,12800,12923,7.4,0,0.0
38961CALCUTTA AGENT 1PROD D,2006-09-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,5600,16220,0,7247,7.47,0,0.0
38991CALCUTTA AGENT 1PROD D,2006-10-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,7300,10620,0,6067,7.47,0,0.0
39022CALCUTTA AGENT 1PROD D,2006-11-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,8100,3320,7600,11079,7.47,0,0.0
39052CALCUTTA AGENT 1PROD D,2006-12-01,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD D,10400,2820,12400,10454,7.47,0,0.0
37987CALCUTTA AGENT 5PROD D,2004-01-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,2000,0,4000,2729,8.42,0,0.0
38018CALCUTTA AGENT 5PROD D,2004-02-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,2800,2000,800,3869,8.42,0,0.0
38047CALCUTTA AGENT 5PROD D,2004-03-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,3100,0,5200,1897,8.42,0,0.0
38078CALCUTTA AGENT 5PROD D,2004-04-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,2900,2100,800,6066,6.6,0,0.0
38108CALCUTTA AGENT 5PROD D,2004-05-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,1600,0,2400,8730,6.6,0,0.0
38139CALCUTTA AGENT 5PROD D,2004-06-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,9200,800,8400,7929,6.6,0,0.0
38169CALCUTTA AGENT 5PROD D,2004-07-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,3800,0,8400,10970,6.6,0,0.0
38200CALCUTTA AGENT 5PROD D,2004-08-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,5000,4600,400,10244,8.42,1,2.0
38231CALCUTTA AGENT 5PROD D,2004-09-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,5200,0,9600,5383,7.4,1,2.0
38261CALCUTTA AGENT 5PROD D,2004-10-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,2000,4400,2400,2839,8.42,0,0.0
38292CALCUTTA AGENT 5PROD D,2004-11-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,2700,4800,0,4635,7.4,0,0.0
38322CALCUTTA AGENT 5PROD D,2004-12-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,4980,2100,4800,3715,7.4,0,0.0
38353CALCUTTA AGENT 5PROD D,2005-01-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,3860,1920,4000,3316,7.4,1,1.0
38384CALCUTTA AGENT 5PROD D,2005-02-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,2460,2060,400,3229,7.4,0,0.0
38412CALCUTTA AGENT 5PROD D,2005-03-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,5700,0,8400,2172,7.4,1,1.0
38443CALCUTTA AGENT 5PROD D,2005-04-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,2700,2700,0,3546,7.4,0,0.0
38473CALCUTTA AGENT 5PROD D,2005-05-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,13700,0,15200,2972,7.4,1,1.0
38504CALCUTTA AGENT 5PROD D,2005-06-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,11600,1500,15200,7596,7.4,0,0.0
38534CALCUTTA AGENT 5PROD D,2005-07-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,10820,5100,16000,6162,7.4,0,0.0
38565CALCUTTA AGENT 5PROD D,2005-08-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,6960,10280,0,9849,7.4,0,0.0
38596CALCUTTA AGENT 5PROD D,2005-09-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,9300,3320,20000,5478,8.42,0,0.0
38626CALCUTTA AGENT 5PROD D,2005-10-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,1820,14020,0,6600,8.42,0,0.0
38657CALCUTTA AGENT 5PROD D,2005-11-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,8760,12200,0,7600,7.4,0,0.0
38687CALCUTTA AGENT 5PROD D,2005-12-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,7420,3440,8000,5158,7.4,0,0.0
38718CALCUTTA AGENT 5PROD D,2006-01-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,6700,4000,11600,9470,7.4,0,0.0
38749CALCUTTA AGENT 5PROD D,2006-02-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,5600,8900,0,9311,7.4,0,0.0
38777CALCUTTA AGENT 5PROD D,2006-03-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,7700,3300,8040,5050,7.4,0,0.0
38808CALCUTTA AGENT 5PROD D,2006-04-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,12640,3640,12800,7872,7.4,0,0.0
38838CALCUTTA AGENT 5PROD D,2006-05-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,14460,3800,25200,9141,7.4,0,0.0
38869CALCUTTA AGENT 5PROD D,2006-06-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,16400,14540,11200,14953,7.4,0,0.0
38899CALCUTTA AGENT 5PROD D,2006-07-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,14760,9340,24000,12306,7.4,0,0.0
38930CALCUTTA AGENT 5PROD D,2006-08-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,13500,18580,6000,14183,7.4,0,0.0
38961CALCUTTA AGENT 5PROD D,2006-09-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,9260,11080,9200,9040,7.47,0,0.0
38991CALCUTTA AGENT 5PROD D,2006-10-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,6000,11020,0,10106,7.47,0,0.0
39022CALCUTTA AGENT 5PROD D,2006-11-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,13820,5020,8800,11499,7.47,0,0.0
39052CALCUTTA AGENT 5PROD D,2006-12-01,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD D,12000,0,20400,12882,7.47,0,0.0
37987CHANDIGARH AGENT 1PROD D,2004-01-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,5600,0,8000,6000,8.42,0,0.0
38018CHANDIGARH AGENT 1PROD D,2004-02-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,0,0,7200,5159,8.42,0,0.0
38047CHANDIGARH AGENT 1PROD D,2004-03-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1600,7200,0,4947,8.42,0,0.0
38078CHANDIGARH AGENT 1PROD D,2004-04-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,4000,5600,400,16800,8.42,0,0.0
38108CHANDIGARH AGENT 1PROD D,2004-05-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,5600,400,8800,18474,8.42,0,0.0
38139CHANDIGARH AGENT 1PROD D,2004-06-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,4000,1200,10400,11895,8.42,0,0.0
38169CHANDIGARH AGENT 1PROD D,2004-07-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,5200,4400,14000,24680,8.42,0,0.0
38200CHANDIGARH AGENT 1PROD D,2004-08-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,4000,5200,2400,23050,8.42,1,2.0
38231CHANDIGARH AGENT 1PROD D,2004-09-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,400,1200,10000,5810,8.42,1,2.0
38261CHANDIGARH AGENT 1PROD D,2004-10-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,800,10800,10000,16897,8.42,0,0.0
38292CHANDIGARH AGENT 1PROD D,2004-11-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,0,18800,0,3296,8.42,0,0.0
38322CHANDIGARH AGENT 1PROD D,2004-12-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,400,18800,0,2642,8.42,0,0.0
38353CHANDIGARH AGENT 1PROD D,2005-01-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,400,18400,0,1461,8.42,1,1.0
38384CHANDIGARH AGENT 1PROD D,2005-02-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,0,17200,0,465,8.42,0,0.0
38412CHANDIGARH AGENT 1PROD D,2005-03-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,0,14000,0,293,8.42,1,1.0
38443CHANDIGARH AGENT 1PROD D,2005-04-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1600,2800,2800,2429,8.42,0,0.0
38473CHANDIGARH AGENT 1PROD D,2005-05-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1600,4000,400,3689,8.42,1,1.0
38504CHANDIGARH AGENT 1PROD D,2005-06-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1200,2800,6800,4603,8.42,0,0.0
38534CHANDIGARH AGENT 1PROD D,2005-07-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1200,0,3600,3065,8.42,0,0.0
38565CHANDIGARH AGENT 1PROD D,2005-08-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1600,2400,3200,3904,8.42,0,0.0
38596CHANDIGARH AGENT 1PROD D,2005-09-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1200,4000,400,2415,8.42,0,0.0
38626CHANDIGARH AGENT 1PROD D,2005-10-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1200,3200,2000,2011,8.42,0,0.0
38657CHANDIGARH AGENT 1PROD D,2005-11-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1600,4000,0,1280,8.42,0,0.0
38687CHANDIGARH AGENT 1PROD D,2005-12-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1200,2400,400,2558,8.42,0,0.0
38718CHANDIGARH AGENT 1PROD D,2006-01-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,400,1600,2000,851,8.42,0,0.0
38749CHANDIGARH AGENT 1PROD D,2006-02-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,0,3200,2000,3547,8.42,0,0.0
38777CHANDIGARH AGENT 1PROD D,2006-03-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,400,5200,0,896,8.42,0,0.0
38808CHANDIGARH AGENT 1PROD D,2006-04-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,800,4800,0,2962,8.42,0,0.0
38838CHANDIGARH AGENT 1PROD D,2006-05-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,2000,4000,0,3380,8.42,0,0.0
38869CHANDIGARH AGENT 1PROD D,2006-06-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,800,0,9200,2141,8.42,0,0.0
38899CHANDIGARH AGENT 1PROD D,2006-07-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,2400,8400,0,2336,8.42,0,0.0
38930CHANDIGARH AGENT 1PROD D,2006-08-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,2000,6000,0,1991,8.42,0,0.0
38961CHANDIGARH AGENT 1PROD D,2006-09-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,800,4000,12000,1442,8.42,0,0.0
38991CHANDIGARH AGENT 1PROD D,2006-10-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1200,15200,0,1695,8.42,0,0.0
39022CHANDIGARH AGENT 1PROD D,2006-11-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1600,4000,0,1548,8.42,0,0.0
39052CHANDIGARH AGENT 1PROD D,2006-12-01,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD D,1200,2400,2000,1186,8.42,0,0.0
37987CHENNAI AGENT 1PROD D,2004-01-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,12400,0,12400,13648,8.42,0,0.0
38018CHENNAI AGENT 1PROD D,2004-02-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,12000,0,25900,19351,8.42,0,0.0
38047CHENNAI AGENT 1PROD D,2004-03-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,14160,13900,260,10567,8.42,0,0.0
38078CHENNAI AGENT 1PROD D,2004-04-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,15600,0,15600,31846,6.6,0,0.0
38108CHENNAI AGENT 1PROD D,2004-05-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,19210,0,19212,45838,6.6,0,0.0
38139CHENNAI AGENT 1PROD D,2004-06-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,47680,4,73600,71364,6.6,0,0.0
38169CHENNAI AGENT 1PROD D,2004-07-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,69320,25924,56800,76776,6.8,0,0.0
38200CHENNAI AGENT 1PROD D,2004-08-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,21902,6702,15200,35860,6.66,1,2.0
38231CHENNAI AGENT 1PROD D,2004-09-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,34260,0,44400,23801,6.66,1,2.0
38261CHENNAI AGENT 1PROD D,2004-10-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,51600,20280,60140,43258,7.4,0,0.0
38292CHENNAI AGENT 1PROD D,2004-11-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,14760,14410,24700,29239,7.4,0,0.0
38322CHENNAI AGENT 1PROD D,2004-12-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,51900,48700,36000,56058,7.4,0,0.0
38353CHENNAI AGENT 1PROD D,2005-01-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,24060,16400,7660,10097,7.4,1,1.0
38384CHENNAI AGENT 1PROD D,2005-02-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,33572,0,33572,19158,7.4,0,0.0
38412CHENNAI AGENT 1PROD D,2005-03-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,29600,0,33200,15117,7.4,1,1.0
38443CHENNAI AGENT 1PROD D,2005-04-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,75200,7200,68000,40568,7.4,0,0.0
38473CHENNAI AGENT 1PROD D,2005-05-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,90560,0,116800,50340,7.4,1,1.0
38504CHENNAI AGENT 1PROD D,2005-06-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,93620,26240,84518,77924,7.4,0,0.0
38534CHENNAI AGENT 1PROD D,2005-07-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,106320,17138,99200,63176,7.4,0,0.0
38565CHENNAI AGENT 1PROD D,2005-08-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,57499,4889,90000,45796,7.4,0,0.0
38596CHENNAI AGENT 1PROD D,2005-09-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,88180,74780,20048,84456,7.4,0,0.0
38626CHENNAI AGENT 1PROD D,2005-10-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,85760,6648,134400,145072,7.4,0,0.0
38657CHENNAI AGENT 1PROD D,2005-11-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,100280,54488,58400,77332,7.4,0,0.0
38687CHENNAI AGENT 1PROD D,2005-12-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,98142,12608,99442,95702,7.4,0,0.0
38718CHENNAI AGENT 1PROD D,2006-01-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,100880,13908,89600,97438,7.4,0,0.0
38749CHENNAI AGENT 1PROD D,2006-02-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,114060,2628,137600,170804,7.4,0,0.0
38777CHENNAI AGENT 1PROD D,2006-03-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,112580,26168,188800,93934,7.4,0,0.0
38808CHENNAI AGENT 1PROD D,2006-04-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,136240,102308,66400,98174,7.4,0,0.0
38838CHENNAI AGENT 1PROD D,2006-05-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,145268,12468,132800,71628,7.4,0,0.0
38869CHENNAI AGENT 1PROD D,2006-06-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,140060,0,197600,146240,7.62,0,0.0
38899CHENNAI AGENT 1PROD D,2006-07-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,150160,57540,224000,140042,7.62,0,0.0
38930CHENNAI AGENT 1PROD D,2006-08-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,64400,65690,60000,76513,7.4,0,0.0
38961CHENNAI AGENT 1PROD D,2006-09-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,160740,122580,124000,100730,7.47,0,0.0
38991CHENNAI AGENT 1PROD D,2006-10-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,137000,85040,88000,132048,7.47,0,0.0
39022CHENNAI AGENT 1PROD D,2006-11-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,156560,36040,155200,139218,7.47,0,0.0
39052CHENNAI AGENT 1PROD D,2006-12-01,CHENNAI BRANCH,CHENNAI AGENT 1,CPMNT,PROD D,120820,34680,168800,144608,7.47,0,0.0
37987DEHRADUN AGENT 1PROD D,2004-01-01,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPMNT,PROD D,800,2000,0,888,8.42,0,0.0
38018DEHRADUN AGENT 1PROD D,2004-02-01,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPMNT,PROD D,1200,1200,0,1500,8.42,0,0.0
38047DEHRADUN AGENT 1PROD D,2004-03-01,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPMNT,PROD D,3200,0,4000,562,8.42,0,0.0
38078DEHRADUN AGENT 1PROD D,2004-04-01,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPMNT,PROD D,3200,800,2400,2286,6.6,0,0.0
38108DEHRADUN AGENT 1PROD D,2004-05-01,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPMNT,PROD D,800,0,4800,3290,8.42,0,0.0
38139DEHRADUN AGENT 1PROD D,2004-06-01,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPMNT,PROD D,2000,4000,4000,5947,8.42,0,0.0
38169DEHRADUN AGENT 1PROD D,2004-07-01,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPMNT,PROD D,3600,6000,0,10970,8.42,0,0.0
38200DEHRADUN AGENT 1PROD D,2004-08-01,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPMNT,PROD D,2000,2400,2000,10244,8.42,1,2.0
38231DEHRADUN AGENT 1PROD D,2004-09-01,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPMNT,PROD D,800,2400,0,2050,8.42,1,2.0
